,location_id,location_name,sub_population,vehicle,value_description,nutrient,value_mean,value_025_percentile,value_975_percentile,u5_applicable,wra_applicable
190,15,Myanmar,,industry oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,5.0,True,True
191,164,Nepal,,industry oil,percent of population eating fortified vehicle,vitamin a,0.0,0.0,0.0,True,True
192,213,Niger,,industry oil,percent of population eating fortified vehicle,vitamin a,75.0,69.77235,80.22765,True,True
193,214,Nigeria,,industry oil,percent of population eating fortified vehicle,vitamin a,32.0,25.920903447574716,38.079096552425284,True,True
194,165,Pakistan,,industry oil,percent of population eating fortified vehicle,vitamin a,75.0,60.75211745525324,89.24788254474676,True,True
195,196,South Africa,,industry oil,percent of population eating fortified vehicle,vitamin a,30.2,28.09846756,32.30898803,True,True
196,522,Sudan,,industry oil,percent of population eating fortified vehicle,vitamin a,80.0,74.42384,85.57616,True,True
197,190,Uganda,,industry oil,percent of population eating fortified vehicle,vitamin a,54.4,48.3,60.4,True,True
198,189,United Republic of Tanzania,,industry oil,percent of population eating fortified vehicle,vitamin a,53.6,46.4,60.8,True,True
199,20,Viet Nam,,industry oil,percent of population eating fortified vehicle,vitamin a,70.0,56.70197629156969,83.2980237084303,True,True
