parameter,measure_id,measure,metric_id,location_id,age_group_id,sex_id,location_name,sex,age,mean,lower,upper
Total iron responsive anemia,3,ylds,count,163,169,2,India,Female,Reproductive age,6538558.035,4514755.207,9192272.565
Total iron responsive anemia,5,prevalence,count,163,1,3,India,Both,Under Five,58043087.58,56347163.11,59640735.2
Total iron responsive anemia,3,ylds,rate,163,1,3,India,Both,Under Five,0.016125287,0.010797757,0.023479955
Total iron responsive anemia,5,prevalence,rate,163,1,3,India,Both,Under Five,0.49579491,0.48130859,0.509441764
Total iron responsive anemia,3,ylds,count,163,1,3,India,Both,Under Five,1887799.636,1264101.601,2748816.223
Mean hemoglobin concentration,n/a,g/L,g/L,163,1,3,India,Both,Under five,106.6891227,106.1949376,107.187063
Mean hemoglobin concentration,n/a,g/L,g/L,163,169,2,India,Female,Reproductive age,117.8092011,117.4719977,118.1383456
Total anemia,5,prevalence,count,163,1,3,India,Both,Under Five,66070960.5,64546070.94,67501902.68
Mild anemia,5,prevalence,count,163,1,3,India,Both,Under Five,28989377.73,28464926.91,29501520.15
Moderate anemia,5,prevalence,count,163,1,3,India,Both,Under Five,34513172.78,33426995.66,35607109.48
Severe anemia,5,prevalence,count,163,1,3,India,Both,Under Five,2568409.997,2356824.522,2810273.734
Total anemia,3,ylds,count,163,1,3,India,Both,Under Five,2245101.213,1481309.069,3306122.92
Mild anemia,3,ylds,count,163,1,3,India,Both,Under Five,106719.7957,38030.02634,233822.693
Moderate anemia,3,ylds,count,163,1,3,India,Both,Under Five,1763236.137,1151273.682,2620312.587
Severe anemia,3,ylds,count,163,1,3,India,Both,Under Five,375145.2801,250926.0226,530237.3715
Total anemia,5,prevalence,rate,163,1,3,India,Both,Under Five,0.564367736,0.551342369,0.576590619
Mild anemia,5,prevalence,rate,163,1,3,India,Both,Under Five,0.247622698,0.243142921,0.251997338
Moderate anemia,5,prevalence,rate,163,1,3,India,Both,Under Five,0.294806085,0.285528131,0.30415032
Severe anemia,5,prevalence,rate,163,1,3,India,Both,Under Five,0.021938954,0.020131624,0.024004916
Total anemia,3,ylds,rate,163,1,3,India,Both,Under Five,0.019177301,0.012653109,0.028240381
Mild anemia,3,ylds,rate,163,1,3,India,Both,Under Five,0.000911584,0.000324846,0.001997277
Moderate anemia,3,ylds,rate,163,1,3,India,Both,Under Five,0.015061285,0.009833998,0.022382297
Severe anemia,3,ylds,rate,163,1,3,India,Both,Under Five,0.003204432,0.002143371,0.004529204
Total anemia,3,ylds,count,163,169,2,India,Female,Reproductive age,8114514.196,5447642.094,11689299.02
Mild anemia,3,ylds,count,163,169,2,India,Female,Reproductive age,340386.1241,121255.6319,741533.7533
Moderate anemia,3,ylds,count,163,169,2,India,Female,Reproductive age,6184056.743,4052219.23,9012663.478
Severe anemia,3,ylds,count,163,169,2,India,Female,Reproductive age,1590071.329,1079419.973,2223168.077
Total anemia,5,prevalence,count,163,169,2,India,Female,Reproductive age,224639864,221308064,228542974.4
Mild anemia,5,prevalence,count,163,169,2,India,Female,Reproductive age,92480437.12,91325668.24,93722024.36
Moderate anemia,5,prevalence,count,163,169,2,India,Female,Reproductive age,121260276.8,118830731.1,123920276.7
Severe anemia,5,prevalence,count,163,169,2,India,Female,Reproductive age,10899150.04,10336623.05,11483866.31
Total anemia,3,ylds,rate,163,169,2,India,Female,Reproductive age,0.017522145,0.011763383,0.025221681
Mild anemia,3,ylds,rate,163,169,2,India,Female,Reproductive age,0.000734796,0.000262014,0.001599987
Moderate anemia,3,ylds,rate,163,169,2,India,Female,Reproductive age,0.013353275,0.008746231,0.019446378
Severe anemia,3,ylds,rate,163,169,2,India,Female,Reproductive age,0.003434074,0.002338009,0.004796869
Total anemia,5,prevalence,rate,163,169,2,India,Female,Reproductive age,0.485183487,0.477583786,0.49312093
Mild anemia,5,prevalence,rate,163,169,2,India,Female,Reproductive age,0.199741747,0.197079579,0.202221451
Moderate anemia,5,prevalence,rate,163,169,2,India,Female,Reproductive age,0.261901226,0.256456932,0.267379394
Severe anemia,5,prevalence,rate,163,169,2,India,Female,Reproductive age,0.023540514,0.022339311,0.024778424
Maternal disorder burden attributable to iron deficiency,2,dalys,count,163,169,2,India,female,Reproductive age,685896.033,241744.0836,1177394.037
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,163,169,2,India,female,Reproductive age,0.001479939,0.000521605,0.002540431
Total iron responsive anemia,3,ylds,rate,11,169,2,Indonesia,Female,Reproductive age,0.006179685,0.004108454,0.008836182
Total iron responsive anemia,5,prevalence,count,11,169,2,Indonesia,Female,Reproductive age,18407471.34,15786001.52,21282170.79
Total iron responsive anemia,5,prevalence,rate,11,169,2,Indonesia,Female,Reproductive age,0.206330903,0.176946626,0.238553653
Total iron responsive anemia,3,ylds,count,11,169,2,Indonesia,Female,Reproductive age,551310.4392,366528.9092,788305.3643
Total iron responsive anemia,5,prevalence,count,11,1,3,Indonesia,Both,Under Five,3281985.134,2484756.245,4297598.396
Total iron responsive anemia,3,ylds,rate,11,1,3,Indonesia,Both,Under Five,0.003385731,0.001957568,0.005684996
Total iron responsive anemia,5,prevalence,rate,11,1,3,Indonesia,Both,Under Five,0.166544516,0.126089092,0.218081867
Total iron responsive anemia,3,ylds,count,11,1,3,Indonesia,Both,Under Five,66720.40891,38576.5233,112030.5344
Mean hemoglobin concentration,n/a,g/L,g/L,11,1,3,Indonesia,Both,Under five,121.2230566,118.5390645,123.7403393
Mean hemoglobin concentration,n/a,g/L,g/L,11,169,2,Indonesia,Female,Reproductive age,127.3612158,125.7637114,128.8904874
Total anemia,5,prevalence,count,11,1,3,Indonesia,Both,Under Five,3768067.721,2878512.075,4901628.937
Mild anemia,5,prevalence,count,11,1,3,Indonesia,Both,Under Five,2550732.325,2014324.676,3162033.407
Moderate anemia,5,prevalence,count,11,1,3,Indonesia,Both,Under Five,1178526.498,809414.5979,1668645.491
Severe anemia,5,prevalence,count,11,1,3,Indonesia,Both,Under Five,38808.89785,22997.69256,63165.18521
Total anemia,3,ylds,count,11,1,3,Indonesia,Both,Under Five,75721.70244,42806.05378,126479.586
Mild anemia,3,ylds,count,11,1,3,Indonesia,Both,Under Five,9407.814308,3193.832036,21496.65038
Moderate anemia,3,ylds,count,11,1,3,Indonesia,Both,Under Five,60570.86717,33947.85075,100425.0873
Severe anemia,3,ylds,count,11,1,3,Indonesia,Both,Under Five,5743.020956,2834.348794,10284.97953
Total anemia,5,prevalence,rate,11,1,3,Indonesia,Both,Under Five,0.191210803,0.146070253,0.24873343
Mild anemia,5,prevalence,rate,11,1,3,Indonesia,Both,Under Five,0.129437052,0.102217016,0.160457559
Moderate anemia,5,prevalence,rate,11,1,3,Indonesia,Both,Under Five,0.059804392,0.041073788,0.084675507
Severe anemia,5,prevalence,rate,11,1,3,Indonesia,Both,Under Five,0.00196936,0.001167019,0.003205321
Total anemia,3,ylds,rate,11,1,3,Indonesia,Both,Under Five,0.003842502,0.002172196,0.006418214
Mild anemia,3,ylds,rate,11,1,3,Indonesia,Both,Under Five,0.0004774,0.000162071,0.001090849
Moderate anemia,3,ylds,rate,11,1,3,Indonesia,Both,Under Five,0.003073672,0.001722686,0.005096077
Severe anemia,3,ylds,rate,11,1,3,Indonesia,Both,Under Five,0.00029143,0.000143829,0.000521912
Total anemia,3,ylds,count,11,169,2,Indonesia,Female,Reproductive age,571353.7726,356455.4089,870702.898
Mild anemia,3,ylds,count,11,169,2,Indonesia,Female,Reproductive age,48468.59813,16655.22288,108340.1604
Moderate anemia,3,ylds,count,11,169,2,Indonesia,Female,Reproductive age,459224.8788,285339.1178,701972.909
Severe anemia,3,ylds,count,11,169,2,Indonesia,Female,Reproductive age,63660.2957,39703.06142,94212.75422
Total anemia,5,prevalence,count,11,169,2,Indonesia,Female,Reproductive age,22523351.57,19718860.27,25674317.56
Mild anemia,5,prevalence,count,11,169,2,Indonesia,Female,Reproductive age,13128233.65,11696801.63,14599481.83
Moderate anemia,5,prevalence,count,11,169,2,Indonesia,Female,Reproductive age,8962263.221,7417738.656,10651180.04
Severe anemia,5,prevalence,count,11,169,2,Indonesia,Female,Reproductive age,432854.7027,330376.8093,548427.508
Total anemia,3,ylds,rate,11,169,2,Indonesia,Female,Reproductive age,0.006409764,0.003997156,0.009759782
Mild anemia,3,ylds,rate,11,169,2,Indonesia,Female,Reproductive age,0.000543542,0.000189753,0.001214394
Moderate anemia,3,ylds,rate,11,169,2,Indonesia,Female,Reproductive age,0.005151769,0.003226768,0.007868474
Severe anemia,3,ylds,rate,11,169,2,Indonesia,Female,Reproductive age,0.000714453,0.000451539,0.001056039
Total anemia,5,prevalence,rate,11,169,2,Indonesia,Female,Reproductive age,0.25272481,0.221037726,0.287785597
Mild anemia,5,prevalence,rate,11,169,2,Indonesia,Female,Reproductive age,0.147297565,0.131132325,0.163646827
Moderate anemia,5,prevalence,rate,11,169,2,Indonesia,Female,Reproductive age,0.10056896,0.083213488,0.119389978
Severe anemia,5,prevalence,rate,11,169,2,Indonesia,Female,Reproductive age,0.004858285,0.003708781,0.006153892
Maternal disorder burden attributable to iron deficiency,2,dalys,count,11,169,2,Indonesia,female,Reproductive age,49593.63452,17455.58931,85531.33491
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,11,169,2,Indonesia,female,Reproductive age,0.000555899,0.000195661,0.000958728
Total iron responsive anemia,3,ylds,rate,180,169,2,Kenya,Female,Reproductive age,0.005456768,0.003784728,0.007465651
Total iron responsive anemia,5,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.14930048,0.140600396,0.157386908
Total iron responsive anemia,3,ylds,count,180,169,2,Kenya,Female,Reproductive age,92778.42759,64349.65006,126934.3606
Total iron responsive anemia,5,prevalence,count,180,169,2,Kenya,Female,Reproductive age,2538474.052,2390551.303,2675963.141
Total iron responsive anemia,3,ylds,rate,180,1,3,Kenya,Both,Under Five,0.008060389,0.005195882,0.011903772
Total iron responsive anemia,5,prevalence,rate,180,1,3,Kenya,Both,Under Five,0.329755226,0.3086008,0.349745249
Total iron responsive anemia,3,ylds,count,180,1,3,Kenya,Both,Under Five,51715.8029,33337.00347,76375.11173
Total iron responsive anemia,5,prevalence,count,180,1,3,Kenya,Both,Under Five,2115723.635,1979995.933,2243980.478
Mean hemoglobin concentration,n/a,g/L,g/L,180,1,3,Kenya,Both,Under five,112.4361716,111.9523951,112.8861435
Mean hemoglobin concentration,n/a,g/L,g/L,180,169,2,Kenya,Female,Reproductive age,129.1659517,128.7769326,129.5560792
Total anemia,5,prevalence,count,180,1,3,Kenya,Both,Under Five,2622290.638,2525600.023,2725219.156
Mild anemia,5,prevalence,count,180,1,3,Kenya,Both,Under Five,1494575.122,1425668.965,1555049.641
Moderate anemia,5,prevalence,count,180,1,3,Kenya,Both,Under Five,1075214.549,1026559.189,1127040.141
Severe anemia,5,prevalence,count,180,1,3,Kenya,Both,Under Five,52500.96682,48312.71183,57122.72439
Total anemia,3,ylds,count,180,1,3,Kenya,Both,Under Five,68168.71702,44662.84694,100464.5569
Mild anemia,3,ylds,count,180,1,3,Kenya,Both,Under Five,5510.053084,1966.82413,12086.39823
Moderate anemia,3,ylds,count,180,1,3,Kenya,Both,Under Five,54971.82151,36307.97018,81559.34899
Severe anemia,3,ylds,count,180,1,3,Kenya,Both,Under Five,7686.842426,5195.164035,10880.30902
Total anemia,5,prevalence,rate,180,1,3,Kenya,Both,Under Five,0.408708409,0.393638277,0.424750777
Mild anemia,5,prevalence,rate,180,1,3,Kenya,Both,Under Five,0.232943447,0.222203781,0.242368964
Moderate anemia,5,prevalence,rate,180,1,3,Kenya,Both,Under Five,0.167582198,0.159998807,0.175659699
Severe anemia,5,prevalence,rate,180,1,3,Kenya,Both,Under Five,0.008182764,0.007529986,0.008903108
Total anemia,3,ylds,rate,180,1,3,Kenya,Both,Under Five,0.010624729,0.006961121,0.015658337
Mild anemia,3,ylds,rate,180,1,3,Kenya,Both,Under Five,0.000858793,0.000306548,0.001883778
Moderate anemia,3,ylds,rate,180,1,3,Kenya,Both,Under Five,0.00856787,0.005658935,0.012711784
Severe anemia,3,ylds,rate,180,1,3,Kenya,Both,Under Five,0.001198066,0.000809715,0.001695797
Total anemia,3,ylds,count,180,169,2,Kenya,Female,Reproductive age,137924.2997,91062.46589,197597.6478
Mild anemia,3,ylds,count,180,169,2,Kenya,Female,Reproductive age,6730.511263,2398.732466,14784.25849
Moderate anemia,3,ylds,count,180,169,2,Kenya,Female,Reproductive age,96292.51003,63076.93913,139595.7916
Severe anemia,3,ylds,count,180,169,2,Kenya,Female,Reproductive age,34901.27842,23501.50286,48862.3326
Total anemia,5,prevalence,count,180,169,2,Kenya,Female,Reproductive age,3956093.674,3841984.292,4069528.448
Mild anemia,5,prevalence,count,180,169,2,Kenya,Female,Reproductive age,1827063.989,1775069.963,1884531.611
Moderate anemia,5,prevalence,count,180,169,2,Kenya,Female,Reproductive age,1888705.243,1822669.672,1952508.152
Severe anemia,5,prevalence,count,180,169,2,Kenya,Female,Reproductive age,240324.4431,225744.1731,256896.0997
Total anemia,3,ylds,rate,180,169,2,Kenya,Female,Reproductive age,0.008118367,0.005402962,0.011621716
Mild anemia,3,ylds,rate,180,169,2,Kenya,Female,Reproductive age,0.000396045,0.000141502,0.000869537
Moderate anemia,3,ylds,rate,180,169,2,Kenya,Female,Reproductive age,0.005667724,0.00372519,0.008210334
Severe anemia,3,ylds,rate,180,169,2,Kenya,Female,Reproductive age,0.002054598,0.001383122,0.002873841
Total anemia,5,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.232908507,0.226050557,0.239349522
Mild anemia,5,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.107565217,0.104404654,0.110838822
Moderate anemia,5,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.111194777,0.107205425,0.114836866
Severe anemia,5,prevalence,rate,180,169,2,Kenya,Female,Reproductive age,0.014148513,0.013288976,0.015109357
Maternal disorder burden attributable to iron deficiency,2,dalys,count,180,169,2,Kenya,female,Reproductive age,49362.69083,17399.29709,85547.50385
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,180,169,2,Kenya,female,Reproductive age,0.002903269,0.001023341,0.005031481
Total iron responsive anemia,3,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.006772514,0.004203857,0.010054006
Total iron responsive anemia,5,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.212714346,0.17680641,0.24998551
Total iron responsive anemia,3,ylds,count,181,169,2,Madagascar,Female,Reproductive age,58971.233,36604.81412,87544.61293
Total iron responsive anemia,5,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,1852196.629,1539530.558,2176732.912
Total iron responsive anemia,3,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.010840426,0.00669592,0.016393715
Total iron responsive anemia,5,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.41020086,0.355119838,0.467606841
Total iron responsive anemia,3,ylds,count,181,1,3,Madagascar,Both,Under Five,42702.40524,26376.44257,64577.81723
Total iron responsive anemia,5,prevalence,count,181,1,3,Madagascar,Both,Under Five,1615855.645,1398881.502,1841988.225
Mean hemoglobin concentration,n/a,g/L,g/L,181,1,3,Madagascar,Both,Under five,110.6492807,108.6188526,112.6864705
Mean hemoglobin concentration,n/a,g/L,g/L,181,169,2,Madagascar,Female,Reproductive age,124.3004412,122.3723372,126.3348065
Total anemia,5,prevalence,count,181,1,3,Madagascar,Both,Under Five,1834282.031,1596460.664,2067517.522
Mild anemia,5,prevalence,count,181,1,3,Madagascar,Both,Under Five,983301.7226,889399.2512,1078423.651
Moderate anemia,5,prevalence,count,181,1,3,Madagascar,Both,Under Five,819596.7105,672796.4099,968956.8767
Severe anemia,5,prevalence,count,181,1,3,Madagascar,Both,Under Five,31383.5981,22861.78833,41794.15669
Total anemia,3,ylds,count,181,1,3,Madagascar,Both,Under Five,50192.9159,30826.05266,76262.14998
Mild anemia,3,ylds,count,181,1,3,Madagascar,Both,Under Five,3619.555255,1275.042665,7940.956779
Moderate anemia,3,ylds,count,181,1,3,Madagascar,Both,Under Five,41962.41484,25893.61756,63091.51234
Severe anemia,3,ylds,count,181,1,3,Madagascar,Both,Under Five,4610.945803,2705.777817,7032.827117
Total anemia,5,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.465650548,0.405277253,0.524859673
Mild anemia,5,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.249620821,0.225782754,0.273768458
Moderate anemia,5,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.208062692,0.170795991,0.24597924
Severe anemia,5,prevalence,rate,181,1,3,Madagascar,Both,Under Five,0.007967035,0.00580369,0.010609858
Total anemia,3,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.012741966,0.007825497,0.019359897
Mild anemia,3,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.00091886,0.000323682,0.00201589
Moderate anemia,3,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.010652572,0.00657335,0.016016401
Severe anemia,3,ylds,rate,181,1,3,Madagascar,Both,Under Five,0.001170534,0.000686888,0.001785352
Total anemia,3,ylds,count,181,169,2,Madagascar,Female,Reproductive age,79747.61202,48485.74746,121964.1729
Mild anemia,3,ylds,count,181,169,2,Madagascar,Female,Reproductive age,5010.381955,1733.117827,11279.69203
Moderate anemia,3,ylds,count,181,169,2,Madagascar,Female,Reproductive age,64245.9215,38703.67955,95983.70643
Severe anemia,3,ylds,count,181,169,2,Madagascar,Female,Reproductive age,10491.30857,6107.149639,16779.92783
Total anemia,5,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,2686718.947,2295829.325,3072666.63
Mild anemia,5,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,1359738.77,1206085.866,1507410.542
Moderate anemia,5,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,1255675.745,998709.5212,1526497.996
Severe anemia,5,prevalence,count,181,169,2,Madagascar,Female,Reproductive age,71304.43116,49142.56153,98087.30793
Total anemia,3,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.009166128,0.005581893,0.014006898
Mild anemia,3,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.000575729,0.000199763,0.001295409
Moderate anemia,3,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.007384486,0.004462485,0.011023188
Severe anemia,3,ylds,rate,181,169,2,Madagascar,Female,Reproductive age,0.001205913,0.000704923,0.00192708
Total anemia,5,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.30889776,0.263812945,0.352878449
Mild anemia,5,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.156334271,0.138739985,0.173547584
Moderate anemia,5,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.144366868,0.114865278,0.175309694
Severe anemia,5,prevalence,rate,181,169,2,Madagascar,Female,Reproductive age,0.008196622,0.005652098,0.011264775
Maternal disorder burden attributable to iron deficiency,2,dalys,count,181,169,2,Madagascar,female,Reproductive age,28438.58112,9973.325976,49344.34751
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,181,169,2,Madagascar,female,Reproductive age,0.003266011,0.00114538,0.00566692
Total iron responsive anemia,3,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.006666918,0.004295094,0.009722179
Total iron responsive anemia,5,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.191521563,0.163396468,0.219200081
Total iron responsive anemia,3,ylds,count,184,169,2,Mozambique,Female,Reproductive age,63099.7752,40651.3855,92016.62946
Total iron responsive anemia,5,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,1812676.908,1546483.85,2074643.29
Total iron responsive anemia,3,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.019558934,0.012525499,0.028706829
Total iron responsive anemia,5,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.568288157,0.513339767,0.6180334
Total iron responsive anemia,3,ylds,count,184,1,3,Mozambique,Both,Under Five,99849.06385,63943.12783,146549.4001
Total iron responsive anemia,5,prevalence,count,184,1,3,Mozambique,Both,Under Five,2901131.594,2620618.08,3155082.861
Mean hemoglobin concentration,n/a,g/L,g/L,184,1,3,Mozambique,Both,Under five,102.5266167,100.7577834,104.3864623
Mean hemoglobin concentration,n/a,g/L,g/L,184,169,2,Mozambique,Female,Reproductive age,121.814672,120.212848,123.4495959
Total anemia,5,prevalence,count,184,1,3,Mozambique,Both,Under Five,3454769.916,3184176.781,3709685.483
Mild anemia,5,prevalence,count,184,1,3,Mozambique,Both,Under Five,1323024.818,1224443.809,1417890.488
Moderate anemia,5,prevalence,count,184,1,3,Mozambique,Both,Under Five,1974304.272,1763445.185,2172375.564
Severe anemia,5,prevalence,count,184,1,3,Mozambique,Both,Under Five,157440.8265,119180.3232,203821.1386
Total anemia,3,ylds,count,184,1,3,Mozambique,Both,Under Five,128463.5336,82095.82044,187632.9063
Mild anemia,3,ylds,count,184,1,3,Mozambique,Both,Under Five,4869.985015,1705.328768,10799.75418
Moderate anemia,3,ylds,count,184,1,3,Mozambique,Both,Under Five,100674.2395,64380.24002,147854.7999
Severe anemia,3,ylds,count,184,1,3,Mozambique,Both,Under Five,22919.3091,14752.32606,34577.88954
Total anemia,5,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.676737598,0.623732462,0.726671734
Mild anemia,5,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.259160714,0.239850173,0.277743475
Moderate anemia,5,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.386736588,0.345432456,0.425535783
Severe anemia,5,prevalence,rate,184,1,3,Mozambique,Both,Under Five,0.030840296,0.023345637,0.039925503
Total anemia,3,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.025164079,0.01608134,0.036754471
Mild anemia,3,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.000953957,0.000334048,0.00211551
Moderate anemia,3,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.019720573,0.012611123,0.028962537
Severe anemia,3,ylds,rate,184,1,3,Mozambique,Both,Under Five,0.004489549,0.002889759,0.00677329
Total anemia,3,ylds,count,184,169,2,Mozambique,Female,Reproductive age,112708.8256,71556.71434,165552.746
Mild anemia,3,ylds,count,184,169,2,Mozambique,Female,Reproductive age,5689.435672,2016.525204,12509.07711
Moderate anemia,3,ylds,count,184,169,2,Mozambique,Female,Reproductive age,88477.22652,55263.21885,132399.7325
Severe anemia,3,ylds,count,184,169,2,Mozambique,Female,Reproductive age,18542.16342,11486.71822,28362.67797
Total anemia,5,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,3401165.812,3045582.651,3753159.89
Mild anemia,5,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,1543590.554,1432501.205,1663810.512
Moderate anemia,5,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,1731220.651,1487261.668,1981839.083
Severe anemia,5,prevalence,count,184,169,2,Mozambique,Female,Reproductive age,126354.6071,92995.02419,164603.2791
Total anemia,3,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.011917621,0.007605212,0.017491766
Mild anemia,3,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.000601422,0.000213464,0.001321669
Moderate anemia,3,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.009355345,0.005865046,0.013988926
Severe anemia,3,ylds,rate,184,169,2,Mozambique,Female,Reproductive age,0.001960854,0.00121558,0.002996709
Total anemia,5,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.35971747,0.322111485,0.396546701
Mild anemia,5,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.1632564,0.151361201,0.175792822
Moderate anemia,5,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.183098332,0.157270027,0.20939469
Severe anemia,5,prevalence,rate,184,169,2,Mozambique,Female,Reproductive age,0.013362738,0.009860658,0.017391449
Maternal disorder burden attributable to iron deficiency,2,dalys,count,184,169,2,Mozambique,female,Reproductive age,33195.90426,11733.06034,59677.12099
Maternal disorder burden attributable to iron deficiency,2,dalys,rate,184,169,2,Mozambique,female,Reproductive age,0.003507372,0.001239677,0.006305291
Total iron responsive anemia,3,ylds,rate,15,169,2,Myanmar,Female,Reproductive age,0.00969413,0.006524303,0.013715835
Total iron responsive anemia,5,prevalence,count,15,169,2,Myanmar,Female,Reproductive age,5600099.273,5067822.408,6200296.596
Total iron responsive anemia,5,prevalence,rate,15,169,2,Myanmar,Female,Reproductive age,0.294674997,0.2666668,0.326257142
Total iron responsive anemia,3,ylds,count,15,169,2,Myanmar,Female,Reproductive age,184230.3876,123989.9635,260660.1855
Total iron responsive anemia,5,prevalence,count,15,1,3,Myanmar,Both,Under Five,2891013.677,2541572.711,3241600.627
Total iron responsive anemia,3,ylds,rate,15,1,3,Myanmar,Both,Under Five,0.016816584,0.010575951,0.025960585
Total iron responsive anemia,5,prevalence,rate,15,1,3,Myanmar,Both,Under Five,0.57605174,0.50642354,0.645908283
Total iron responsive anemia,3,ylds,count,15,1,3,Myanmar,Both,Under Five,84396.88774,53077.20868,130287.6132
Mean hemoglobin concentration,n/a,g/L,g/L,15,1,3,Myanmar,Both,Under five,105.4117943,103.1676296,107.55094
Mean hemoglobin concentration,n/a,g/L,g/L,15,169,2,Myanmar,Female,Reproductive age,122.3902503,121.0714209,123.6839552
Total anemia,5,prevalence,count,15,1,3,Myanmar,Both,Under Five,3162423.876,2803929.77,3527788.125
Mild anemia,5,prevalence,count,15,1,3,Myanmar,Both,Under Five,1532804.159,1387940.046,1681822.991
Moderate anemia,5,prevalence,count,15,1,3,Myanmar,Both,Under Five,1571919.027,1296361.993,1871715.415
Severe anemia,5,prevalence,count,15,1,3,Myanmar,Both,Under Five,57700.69003,37521.60615,84935.21008
Total anemia,3,ylds,count,15,1,3,Myanmar,Both,Under Five,94496.80561,58088.25225,147269.2175
Mild anemia,3,ylds,count,15,1,3,Myanmar,Both,Under Five,5640.735476,1982.497291,12066.9719
Moderate anemia,3,ylds,count,15,1,3,Myanmar,Both,Under Five,80394.81207,50170.40807,122970.7971
Severe anemia,3,ylds,count,15,1,3,Myanmar,Both,Under Five,8461.258067,4626.627645,14045.81803
Total anemia,5,prevalence,rate,15,1,3,Myanmar,Both,Under Five,0.630131843,0.558699751,0.702932851
Mild anemia,5,prevalence,rate,15,1,3,Myanmar,Both,Under Five,0.305420382,0.276555343,0.335113274
Moderate anemia,5,prevalence,rate,15,1,3,Myanmar,Both,Under Five,0.313214253,0.258307869,0.372950474
Severe anemia,5,prevalence,rate,15,1,3,Myanmar,Both,Under Five,0.011497207,0.007476404,0.016923848
Total anemia,3,ylds,rate,15,1,3,Myanmar,Both,Under Five,0.018829053,0.011574431,0.029344271
Mild anemia,3,ylds,rate,15,1,3,Myanmar,Both,Under Five,0.00112395,0.000395024,0.002404416
Moderate anemia,3,ylds,rate,15,1,3,Myanmar,Both,Under Five,0.016019146,0.009996753,0.024502666
Severe anemia,3,ylds,rate,15,1,3,Myanmar,Both,Under Five,0.001685956,0.000921883,0.002798713
Total anemia,3,ylds,count,15,169,2,Myanmar,Female,Reproductive age,197719.3197,123397.54,290150.1742
Mild anemia,3,ylds,count,15,169,2,Myanmar,Female,Reproductive age,13341.34842,4689.710861,29844.58316
Moderate anemia,3,ylds,count,15,169,2,Myanmar,Female,Reproductive age,160797.7121,100370.6403,237707.2065
Severe anemia,3,ylds,count,15,169,2,Myanmar,Female,Reproductive age,23580.2592,14377.05399,35261.39117
Total anemia,5,prevalence,count,15,169,2,Myanmar,Female,Reproductive age,6920545.977,6389478.45,7546800.094
Mild anemia,5,prevalence,count,15,169,2,Myanmar,Female,Reproductive age,3617529.659,3386303.288,3870619.02
Moderate anemia,5,prevalence,count,15,169,2,Myanmar,Female,Reproductive age,3142362.776,2784347.096,3569756.033
