location_name,vehicle,nutrient,value_description,n_data_points,mean_mean,value_means
Kenya,wheat flour,zinc,percent of vehicle that is fortified,1,100.0,[100.0]
Kenya,wheat flour,na,percent of vehicle that is industrially produced,1,100.0,[100.0]
Madagascar,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
Madagascar,maize flour,iron,percent of market covered by fortified product,0,,[nan]
Madagascar,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Madagascar,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Madagascar,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Madagascar,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
Madagascar,maize flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Madagascar,maize flour,iron,percent of population eating fortified vehicle,0,,[nan]
Madagascar,maize flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Madagascar,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Madagascar,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Madagascar,maize flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Madagascar,maize flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Madagascar,maize flour,na,percent of population eating vehicle,0,,[nan]
Madagascar,maize flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Madagascar,maize flour,iron,percent of vehicle that is fortified,0,,[nan]
Madagascar,maize flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Madagascar,maize flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Madagascar,maize flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Madagascar,maize flour,zinc,percent of vehicle that is fortified,0,,[nan]
Madagascar,maize flour,na,percent of vehicle that is industrially produced,1,0.0,[0.0]
Madagascar,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Madagascar,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Madagascar,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Madagascar,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Madagascar,oil,na,percent of population eating industrially produced vehicle,0,,[nan]
Madagascar,oil,na,percent of population eating vehicle,0,,[nan]
Madagascar,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
Madagascar,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Madagascar,oil,na,percent of vehicle that is industrially produced,0,,[nan]
Madagascar,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Madagascar,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Madagascar,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Madagascar,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Madagascar,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Madagascar,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Madagascar,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Madagascar,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan]
Madagascar,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Madagascar,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Madagascar,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Madagascar,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Madagascar,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Madagascar,wheat flour,na,percent of population eating vehicle,0,,[nan]
Madagascar,wheat flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Madagascar,wheat flour,iron,percent of vehicle that is fortified,0,,[nan]
Madagascar,wheat flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Madagascar,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Madagascar,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Madagascar,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
Madagascar,wheat flour,na,percent of vehicle that is industrially produced,1,100.0,[100.0]
Mozambique,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
Mozambique,maize flour,iron,percent of market covered by fortified product,0,,[nan]
Mozambique,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Mozambique,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Mozambique,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Mozambique,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
Mozambique,maize flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Mozambique,maize flour,iron,percent of population eating fortified vehicle,0,,[nan]
Mozambique,maize flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Mozambique,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Mozambique,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Mozambique,maize flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Mozambique,maize flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Mozambique,maize flour,na,percent of population eating vehicle,1,79.9,[79.9]
Mozambique,maize flour,folic acid,percent of vehicle that is fortified,1,70.0,[70.0]
Mozambique,maize flour,iron,percent of vehicle that is fortified,1,70.0,[70.0]
Mozambique,maize flour,vitamin a,percent of vehicle that is fortified,1,70.0,[70.0]
Mozambique,maize flour,vitamin b1,percent of vehicle that is fortified,1,70.0,[70.0]
Mozambique,maize flour,vitamin b12,percent of vehicle that is fortified,1,70.0,[70.0]
Mozambique,maize flour,zinc,percent of vehicle that is fortified,1,70.0,[70.0]
Mozambique,maize flour,na,percent of vehicle that is industrially produced,2,30.0,"[30.0, 30.0]"
Mozambique,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Mozambique,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Mozambique,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Mozambique,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Mozambique,oil,na,percent of population eating industrially produced vehicle,0,,[nan]
Mozambique,oil,na,percent of population eating vehicle,2,96.6,"[95.2, 98.0]"
Mozambique,oil,vitamin a,percent of vehicle that is fortified,1,39.0,[39.0]
Mozambique,oil,vitamin d,percent of vehicle that is fortified,1,39.0,[39.0]
Mozambique,oil,na,percent of vehicle that is industrially produced,0,,[nan]
Mozambique,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Mozambique,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Mozambique,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Mozambique,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Mozambique,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Mozambique,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Mozambique,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Mozambique,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan]
Mozambique,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Mozambique,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Mozambique,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Mozambique,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Mozambique,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Mozambique,wheat flour,na,percent of population eating vehicle,3,66.76666666666667,"[16.3, 92.0, 92.0]"
Mozambique,wheat flour,folic acid,percent of vehicle that is fortified,1,60.0,[60.0]
Mozambique,wheat flour,iron,percent of vehicle that is fortified,1,60.0,[60.0]
Mozambique,wheat flour,vitamin a,percent of vehicle that is fortified,1,60.0,[60.0]
Mozambique,wheat flour,vitamin b1,percent of vehicle that is fortified,1,60.0,[60.0]
Mozambique,wheat flour,vitamin b12,percent of vehicle that is fortified,1,60.0,[60.0]
Mozambique,wheat flour,zinc,percent of vehicle that is fortified,1,60.0,[60.0]
Mozambique,wheat flour,na,percent of vehicle that is industrially produced,2,100.0,"[100.0, 100.0]"
Myanmar,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Myanmar,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Myanmar,oil,vitamin a,percent of population eating fortified vehicle,1,0.0,[0.0]
Myanmar,oil,vitamin d,percent of population eating fortified vehicle,1,0.0,[0.0]
Myanmar,oil,na,percent of population eating industrially produced vehicle,1,10.0,[10.0]
Myanmar,oil,na,percent of population eating vehicle,1,50.0,[50.0]
Myanmar,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
Myanmar,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Myanmar,oil,na,percent of vehicle that is industrially produced,0,,[nan]
Myanmar,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Myanmar,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Myanmar,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Myanmar,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Myanmar,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Myanmar,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Myanmar,wheat flour,folic acid,percent of population eating fortified vehicle,1,0.0,[0.0]
Myanmar,wheat flour,iron,percent of population eating fortified vehicle,1,0.0,[0.0]
Myanmar,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Myanmar,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Myanmar,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Myanmar,wheat flour,zinc,percent of population eating fortified vehicle,1,0.0,[0.0]
Myanmar,wheat flour,na,percent of population eating industrially produced vehicle,1,50.0,[50.0]
Myanmar,wheat flour,na,percent of population eating vehicle,1,5.0,[5.0]
Myanmar,wheat flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Myanmar,wheat flour,iron,percent of vehicle that is fortified,0,,[nan]
Myanmar,wheat flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Myanmar,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Myanmar,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Myanmar,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
Myanmar,wheat flour,na,percent of vehicle that is industrially produced,1,100.0,[100.0]
Nepal,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Nepal,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Nepal,oil,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Nepal,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Nepal,oil,na,percent of population eating industrially produced vehicle,0,,[nan]
Nepal,oil,na,percent of population eating vehicle,3,99.86666666666667,"[99.8, 100.0, 99.8]"
Nepal,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
Nepal,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Nepal,oil,na,percent of vehicle that is industrially produced,0,,[nan]
Nepal,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Nepal,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Nepal,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Nepal,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Nepal,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Nepal,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Nepal,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Nepal,wheat flour,iron,percent of population eating fortified vehicle,0,,[nan]
Nepal,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Nepal,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Nepal,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Nepal,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Nepal,wheat flour,na,percent of population eating industrially produced vehicle,2,40.0,"[37.0, 43.0]"
Nepal,wheat flour,na,percent of population eating vehicle,6,27.96666666666667,"[8.8, 16.5, 7.4, 42.7, 52.1, 40.3]"
Nepal,wheat flour,folic acid,percent of vehicle that is fortified,1,20.0,[20.0]
Nepal,wheat flour,iron,percent of vehicle that is fortified,1,20.0,[20.0]
Nepal,wheat flour,vitamin a,percent of vehicle that is fortified,1,20.0,[20.0]
Nepal,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Nepal,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Nepal,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
Nepal,wheat flour,na,percent of vehicle that is industrially produced,2,34.0,"[43.0, 25.0]"
Niger,bouillon,folic acid,percent of market covered by fortified product,0,,[nan]
Niger,bouillon,iron,percent of market covered by fortified product,0,,[nan]
Niger,bouillon,vitamin a,percent of market covered by fortified product,0,,[nan]
Niger,bouillon,zinc,percent of market covered by fortified product,0,,[nan]
Niger,bouillon,folic acid,percent of population eating fortified vehicle,0,,[nan]
Niger,bouillon,iron,percent of population eating fortified vehicle,0,,[nan]
Niger,bouillon,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Niger,bouillon,zinc,percent of population eating fortified vehicle,0,,[nan]
Niger,bouillon,na,percent of population eating industrially produced vehicle,0,,[nan]
Niger,bouillon,na,percent of population eating vehicle,3,91.0,"[88.0, 99.0, 86.0]"
Niger,bouillon,folic acid,percent of vehicle that is fortified,0,,[nan]
Niger,bouillon,iron,percent of vehicle that is fortified,0,,[nan]
Niger,bouillon,vitamin a,percent of vehicle that is fortified,0,,[nan]
Niger,bouillon,zinc,percent of vehicle that is fortified,0,,[nan]
Niger,bouillon,na,percent of vehicle that is industrially produced,0,,[nan]
Niger,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
Niger,maize flour,iron,percent of market covered by fortified product,0,,[nan]
Niger,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Niger,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Niger,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Niger,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
Niger,maize flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Niger,maize flour,iron,percent of population eating fortified vehicle,0,,[nan]
Niger,maize flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Niger,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Niger,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Niger,maize flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Niger,maize flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Niger,maize flour,na,percent of population eating vehicle,0,,[nan]
Niger,maize flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Niger,maize flour,iron,percent of vehicle that is fortified,0,,[nan]
Niger,maize flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Niger,maize flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Niger,maize flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Niger,maize flour,zinc,percent of vehicle that is fortified,0,,[nan]
Niger,maize flour,na,percent of vehicle that is industrially produced,1,0.0,[0.0]
Niger,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Niger,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Niger,oil,vitamin a,percent of population eating fortified vehicle,3,61.666666666666664,"[55.0, 55.0, 75.0]"
Niger,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Niger,oil,na,percent of population eating industrially produced vehicle,0,,[nan]
Niger,oil,na,percent of population eating vehicle,3,86.33333333333333,"[85.0, 98.0, 76.0]"
Niger,oil,vitamin a,percent of vehicle that is fortified,0,,[nan]
Niger,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Niger,oil,na,percent of vehicle that is industrially produced,0,,[nan]
Niger,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Niger,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Niger,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Niger,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Niger,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Niger,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Niger,wheat flour,folic acid,percent of population eating fortified vehicle,1,30.0,[30.0]
Niger,wheat flour,iron,percent of population eating fortified vehicle,1,30.0,[30.0]
Niger,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Niger,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Niger,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Niger,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Niger,wheat flour,na,percent of population eating industrially produced vehicle,0,,[nan]
Niger,wheat flour,na,percent of population eating vehicle,0,,[nan]
Niger,wheat flour,folic acid,percent of vehicle that is fortified,1,80.0,[80.0]
Niger,wheat flour,iron,percent of vehicle that is fortified,1,80.0,[80.0]
Niger,wheat flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Niger,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Niger,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Niger,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
Niger,wheat flour,na,percent of vehicle that is industrially produced,1,100.0,[100.0]
Nigeria,bouillon,folic acid,percent of market covered by fortified product,0,,[nan]
Nigeria,bouillon,iron,percent of market covered by fortified product,0,,[nan]
Nigeria,bouillon,vitamin a,percent of market covered by fortified product,0,,[nan]
Nigeria,bouillon,zinc,percent of market covered by fortified product,0,,[nan]
Nigeria,bouillon,folic acid,percent of population eating fortified vehicle,0,,[nan]
Nigeria,bouillon,iron,percent of population eating fortified vehicle,0,,[nan]
Nigeria,bouillon,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Nigeria,bouillon,zinc,percent of population eating fortified vehicle,0,,[nan]
Nigeria,bouillon,na,percent of population eating industrially produced vehicle,2,61.5,"[83.0, 40.0]"
Nigeria,bouillon,na,percent of population eating vehicle,0,,[nan]
Nigeria,bouillon,folic acid,percent of vehicle that is fortified,0,,[nan]
Nigeria,bouillon,iron,percent of vehicle that is fortified,0,,[nan]
Nigeria,bouillon,vitamin a,percent of vehicle that is fortified,0,,[nan]
Nigeria,bouillon,zinc,percent of vehicle that is fortified,0,,[nan]
Nigeria,bouillon,na,percent of vehicle that is industrially produced,0,,[nan]
Nigeria,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
Nigeria,maize flour,iron,percent of market covered by fortified product,0,,[nan]
Nigeria,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Nigeria,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Nigeria,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Nigeria,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
Nigeria,maize flour,folic acid,percent of population eating fortified vehicle,2,0.95,"[0.2, 1.7]"
Nigeria,maize flour,iron,percent of population eating fortified vehicle,0,,[nan]
Nigeria,maize flour,vitamin a,percent of population eating fortified vehicle,2,0.95,"[0.2, 1.7]"
Nigeria,maize flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Nigeria,maize flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Nigeria,maize flour,zinc,percent of population eating fortified vehicle,2,0.95,"[0.2, 1.7]"
Nigeria,maize flour,na,percent of population eating industrially produced vehicle,2,6.95,"[2.9, 11.0]"
Nigeria,maize flour,na,percent of population eating vehicle,2,44.65,"[12.2, 77.1]"
Nigeria,maize flour,folic acid,percent of vehicle that is fortified,1,80.0,[80.0]
Nigeria,maize flour,iron,percent of vehicle that is fortified,1,80.0,[80.0]
Nigeria,maize flour,vitamin a,percent of vehicle that is fortified,1,80.0,[80.0]
Nigeria,maize flour,vitamin b1,percent of vehicle that is fortified,1,80.0,[80.0]
Nigeria,maize flour,vitamin b12,percent of vehicle that is fortified,1,80.0,[80.0]
Nigeria,maize flour,zinc,percent of vehicle that is fortified,1,80.0,[80.0]
Nigeria,maize flour,na,percent of vehicle that is industrially produced,2,20.0,"[20.0, 20.0]"
Nigeria,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Nigeria,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Nigeria,oil,vitamin a,percent of population eating fortified vehicle,2,7.4,"[7.2, 7.6]"
Nigeria,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Nigeria,oil,na,percent of population eating industrially produced vehicle,2,29.299999999999997,"[22.7, 35.9]"
Nigeria,oil,na,percent of population eating vehicle,2,98.5,"[98.6, 98.4]"
Nigeria,oil,vitamin a,percent of vehicle that is fortified,1,66.0,[66.0]
Nigeria,oil,vitamin d,percent of vehicle that is fortified,0,,[nan]
Nigeria,oil,na,percent of vehicle that is industrially produced,0,,[nan]
Nigeria,rice,folic acid,percent of market covered by fortified product,0,,[nan]
Nigeria,rice,iron,percent of market covered by fortified product,0,,[nan]
Nigeria,rice,vitamin b1,percent of market covered by fortified product,0,,[nan]
Nigeria,rice,vitamin b12,percent of market covered by fortified product,0,,[nan]
Nigeria,rice,zinc,percent of market covered by fortified product,0,,[nan]
Nigeria,rice,folic acid,percent of population eating fortified vehicle,0,,[nan]
Nigeria,rice,iron,percent of population eating fortified vehicle,0,,[nan]
Nigeria,rice,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Nigeria,rice,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Nigeria,rice,zinc,percent of population eating fortified vehicle,0,,[nan]
Nigeria,rice,na,percent of population eating industrially produced vehicle,2,99.5,"[100.0, 99.0]"
Nigeria,rice,na,percent of population eating vehicle,4,67.35,"[14.9, 83.8, 90.8, 79.9]"
Nigeria,rice,folic acid,percent of vehicle that is fortified,0,,[nan]
Nigeria,rice,iron,percent of vehicle that is fortified,0,,[nan]
Nigeria,rice,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Nigeria,rice,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Nigeria,rice,zinc,percent of vehicle that is fortified,0,,[nan]
Nigeria,rice,na,percent of vehicle that is industrially produced,1,10.0,"[10.0, nan]"
Nigeria,salt,folic acid,percent of market covered by fortified product,0,,[nan]
Nigeria,salt,iron,percent of market covered by fortified product,0,,[nan]
Nigeria,salt,folic acid,percent of population eating fortified vehicle,0,,[nan]
Nigeria,salt,iron,percent of population eating fortified vehicle,0,,[nan]
Nigeria,salt,na,percent of population eating industrially produced vehicle,1,93.0,[93.0]
Nigeria,salt,na,percent of population eating vehicle,0,,[nan]
Nigeria,salt,folic acid,percent of vehicle that is fortified,0,,[nan]
Nigeria,salt,iron,percent of vehicle that is fortified,0,,[nan]
Nigeria,salt,na,percent of vehicle that is industrially produced,1,20.0,[20.0]
Nigeria,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Nigeria,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Nigeria,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Nigeria,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Nigeria,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Nigeria,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Nigeria,wheat flour,folic acid,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]"
Nigeria,wheat flour,iron,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]"
Nigeria,wheat flour,vitamin a,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]"
Nigeria,wheat flour,vitamin b1,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]"
Nigeria,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Nigeria,wheat flour,zinc,percent of population eating fortified vehicle,2,14.05,"[5.4, 22.7]"
Nigeria,wheat flour,na,percent of population eating industrially produced vehicle,2,48.8,"[13.8, 83.8]"
Nigeria,wheat flour,na,percent of population eating vehicle,2,49.050000000000004,"[14.2, 83.9]"
Nigeria,wheat flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Nigeria,wheat flour,iron,percent of vehicle that is fortified,0,,[nan]
Nigeria,wheat flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Nigeria,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Nigeria,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Nigeria,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
Nigeria,wheat flour,na,percent of vehicle that is industrially produced,4,100.0,"[100.0, 100.0, 100.0, 100.0]"
Pakistan,oil,vitamin a,percent of market covered by fortified product,0,,[nan]
Pakistan,oil,vitamin d,percent of market covered by fortified product,0,,[nan]
Pakistan,oil,vitamin a,percent of population eating fortified vehicle,3,30.0,"[39.0, 31.0, 20.0]"
Pakistan,oil,vitamin d,percent of population eating fortified vehicle,0,,[nan]
Pakistan,oil,na,percent of population eating industrially produced vehicle,3,99.0,"[99.0, 99.0, 99.0]"
Pakistan,oil,na,percent of population eating vehicle,3,100.0,"[100.0, 100.0, 100.0]"
Pakistan,oil,vitamin a,percent of vehicle that is fortified,1,68.0,[68.0]
Pakistan,oil,vitamin d,percent of vehicle that is fortified,1,68.0,[68.0]
Pakistan,oil,na,percent of vehicle that is industrially produced,1,85.0,[85.0]
Pakistan,wheat flour,folic acid,percent of market covered by fortified product,0,,[nan]
Pakistan,wheat flour,iron,percent of market covered by fortified product,0,,[nan]
Pakistan,wheat flour,vitamin a,percent of market covered by fortified product,0,,[nan]
Pakistan,wheat flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
Pakistan,wheat flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
Pakistan,wheat flour,zinc,percent of market covered by fortified product,0,,[nan]
Pakistan,wheat flour,folic acid,percent of population eating fortified vehicle,0,,[nan]
Pakistan,wheat flour,iron,percent of population eating fortified vehicle,3,5.333333333333333,"[5.0, 1.0, 10.0]"
Pakistan,wheat flour,vitamin a,percent of population eating fortified vehicle,0,,[nan]
Pakistan,wheat flour,vitamin b1,percent of population eating fortified vehicle,0,,[nan]
Pakistan,wheat flour,vitamin b12,percent of population eating fortified vehicle,0,,[nan]
Pakistan,wheat flour,zinc,percent of population eating fortified vehicle,0,,[nan]
Pakistan,wheat flour,na,percent of population eating industrially produced vehicle,3,48.666666666666664,"[52.0, 31.0, 63.0]"
Pakistan,wheat flour,na,percent of population eating vehicle,3,97.33333333333333,"[100.0, 100.0, 92.0]"
Pakistan,wheat flour,folic acid,percent of vehicle that is fortified,0,,[nan]
Pakistan,wheat flour,iron,percent of vehicle that is fortified,0,,[nan]
Pakistan,wheat flour,vitamin a,percent of vehicle that is fortified,0,,[nan]
Pakistan,wheat flour,vitamin b1,percent of vehicle that is fortified,0,,[nan]
Pakistan,wheat flour,vitamin b12,percent of vehicle that is fortified,0,,[nan]
Pakistan,wheat flour,zinc,percent of vehicle that is fortified,0,,[nan]
Pakistan,wheat flour,na,percent of vehicle that is industrially produced,1,60.0,[60.0]
South Africa,maize flour,folic acid,percent of market covered by fortified product,0,,[nan]
South Africa,maize flour,iron,percent of market covered by fortified product,0,,[nan]
South Africa,maize flour,vitamin a,percent of market covered by fortified product,0,,[nan]
South Africa,maize flour,vitamin b1,percent of market covered by fortified product,0,,[nan]
South Africa,maize flour,vitamin b12,percent of market covered by fortified product,0,,[nan]
South Africa,maize flour,zinc,percent of market covered by fortified product,0,,[nan]
South Africa,maize flour,folic acid,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]"
South Africa,maize flour,iron,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]"
South Africa,maize flour,vitamin a,percent of population eating fortified vehicle,2,46.85,"[16.3, 77.4]"
